"Timestamp","Studio Art (x1) - Demand (kW)","PV Inverter (x0) - Demand (kW)","Chiller (x0) - Demand (kW)","MDB - AHU (x0) - Demand (kW)","LDB (x0) - Demand (kW)","H1 (x0) - Demand (kW)","LDB (x0) - Temperature (F)","Chiller (x0) - Temperature (F)","H1 (x0) - Temperature (F)","MDB - AHU (x0) - Temperature (F)","PV Inverter (x0) - Temperature (F)","Studio Art (x1) - Temperature (F)"
"2017-08-02 18:53:00",,,,,,,88,88,88,88,88,88
"2017-08-02 19:53:00",,,,,,,85,85,85,85,85,85
"2017-08-02 20:53:00",,,,,,,82,82,82,82,82,82
"2017-08-02 21:53:00",,,,,,,82,82,82,82,82,82
"2017-08-02 22:53:00",,,,,,,80,80,80,80,80,80
"2017-08-02 23:53:00",,,,,,,79,79,79,79,79,79
"2017-08-03 00:53:00",,,,,,,80,80,80,80,80,80
"2017-08-03 01:53:00",,,,,,,78,78,78,78,78,78
"2017-08-03 02:53:00",,,,,,,79,79,79,79,79,79
"2017-08-03 03:53:00",,,,,,,78,78,78,78,78,78
"2017-08-03 04:53:00",,,,,,,79,79,79,79,79,79
"2017-08-03 05:53:00",,,,,,,79,79,79,79,79,79
"2017-08-03 06:53:00",,,,,,,78,78,78,78,78,78
"2017-08-03 07:53:00",,,,,,,80,80,80,80,80,80
"2017-08-03 08:53:00",,,,,,,84,84,84,84,84,84
"2017-08-03 09:53:00",,,,,,,87,87,87,87,87,87
"2017-08-03 10:53:00",,,,,,,90,90,90,90,90,90
"2017-08-03 11:53:00",,,,,,,94,94,94,94,94,94
"2017-08-03 12:53:00",,,,,,,97,97,97,97,97,97
"2017-08-03 13:53:00",,,,,,,99,99,99,99,99,99
"2017-08-03 14:53:00",,,,,,,99,99,99,99,99,99
"2017-08-03 15:53:00",,,,,,,97,97,97,97,97,97
"2017-08-03 16:53:00",,,,,,,96,96,96,96,96,96
"2017-08-03 17:53:00",,,,,,,94,94,94,94,94,94
"2017-08-03 18:53:00",,,,,,,89,89,89,89,89,89
"2017-08-03 19:53:00",,,,,,,85,85,85,85,85,85
"2017-08-03 20:53:00",,,,,,,81,81,81,81,81,81
"2017-08-03 21:53:00",,,,,,,79,79,79,79,79,79
"2017-08-03 22:53:00",,,,,,,78,78,78,78,78,78
"2017-08-03 23:53:00",,,,,,,77,77,77,77,77,77
"2017-08-04 00:53:00",,,,,,,76,76,76,76,76,76
"2017-08-04 01:53:00",,,,,,,75,75,75,75,75,75
"2017-08-04 02:53:00",,,,,,,74,74,74,74,74,74
"2017-08-04 03:53:00",,,,,,,74,74,74,74,74,74
"2017-08-04 04:53:00",,,,,,,74,74,74,74,74,74
"2017-08-04 05:53:00",,,,,,,73,73,73,73,73,73
"2017-08-04 06:53:00",,,,,,,75,75,75,75,75,75
"2017-08-04 07:53:00",,,,,,,77,77,77,77,77,77
"2017-08-04 08:53:00",,,,,,,79,79,79,79,79,79
"2017-08-04 09:53:00",,,,,,,84,84,84,84,84,84
"2017-08-04 10:53:00",,,,,,,87,87,87,87,87,87
"2017-08-04 11:53:00",,,,,,,91,91,91,91,91,91
"2017-08-04 12:53:00",,,,,,,93,93,93,93,93,93
"2017-08-04 13:53:00",,,,,,,94,94,94,94,94,94
"2017-08-04 14:53:00",,,,,,,95,95,95,95,95,95
"2017-08-04 15:53:00",,,,,,,95,95,95,95,95,95
"2017-08-04 16:45:00",,,,,,,95,95,95,95,95,95
"2017-08-04 17:53:00",,,,,,,90,90,90,90,90,90
"2017-08-04 18:53:00",,,,,,,87,87,87,87,87,87
"2017-08-04 19:53:00",,,,,,,83,83,83,83,83,83
"2017-08-04 20:53:00",,,,,,,79,79,79,79,79,79
"2017-08-04 21:53:00",,,,,,,76,76,76,76,76,76
"2017-08-04 22:53:00",,,,,,,76,76,76,76,76,76
"2017-08-04 23:53:00",,,,,,,74,74,74,74,74,74
"2017-08-05 00:53:00",,,,,,,72,72,72,72,72,72
"2017-08-05 01:53:00",,,,,,,72,72,72,72,72,72
"2017-08-05 02:53:00",,,,,,,71,71,71,71,71,71
"2017-08-05 03:53:00",,,,,,,69,69,69,69,69,69
"2017-08-05 04:53:00",,,,,,,68,68,68,68,68,68
"2017-08-05 05:53:00",,,,,,,68,68,68,68,68,68
"2017-08-05 06:53:00",,,,,,,68,68,68,68,68,68
"2017-08-05 07:53:00",,,,,,,70,70,70,70,70,70
"2017-08-05 08:53:00",,,,,,,73,73,73,73,73,73
"2017-08-05 09:53:00",,,,,,,77,77,77,77,77,77
"2017-08-05 10:53:00",,,,,,,81,81,81,81,81,81
"2017-08-05 11:53:00",,,,,,,85,85,85,85,85,85
"2017-08-05 12:53:00",,,,,,,89,89,89,89,89,89
"2017-08-05 13:53:00",,,,,,,91,91,91,91,91,91
"2017-08-05 14:53:00",,,,,,,92,92,92,92,92,92
"2017-08-05 15:53:00",,,,,,,91,91,91,91,91,91
"2017-08-05 16:53:00",,,,,,,88,88,88,88,88,88
"2017-08-05 17:53:00",,,,,,,86,86,86,86,86,86
"2017-08-05 18:53:00",,,,,,,82,82,82,82,82,82
"2017-08-05 19:53:00",,,,,,,78,78,78,78,78,78
"2017-08-05 20:53:00",,,,,,,75,75,75,75,75,75
"2017-08-05 21:53:00",,,,,,,71,71,71,71,71,71
"2017-08-05 22:53:00",,,,,,,70,70,70,70,70,70
"2017-08-05 23:53:00",,,,,,,70,70,70,70,70,70
"2017-08-06 00:53:00",,,,,,,69,69,69,69,69,69
"2017-08-06 01:53:00",,,,,,,68,68,68,68,68,68
"2017-08-06 02:53:00",,,,,,,67,67,67,67,67,67
"2017-08-06 03:53:00",,,,,,,67,67,67,67,67,67
"2017-08-06 04:53:00",,,,,,,66,66,66,66,66,66
"2017-08-06 05:53:00",,,,,,,66,66,66,66,66,66
"2017-08-06 06:53:00",,,,,,,67,67,67,67,67,67
"2017-08-06 07:53:00",,,,,,,69,69,69,69,69,69
"2017-08-06 08:53:00",,,,,,,72,72,72,72,72,72
"2017-08-06 09:53:00",,,,,,,76,76,76,76,76,76
"2017-08-06 10:53:00",,,,,,,80,80,80,80,80,80
"2017-08-06 11:53:00",,,,,,,84,84,84,84,84,84
"2017-08-06 12:53:00",,,,,,,87,87,87,87,87,87
"2017-08-06 13:53:00",,,,,,,90,90,90,90,90,90
"2017-08-06 14:53:00",,,,,,,90,90,90,90,90,90
"2017-08-06 15:53:00",,,,,,,89,89,89,89,89,89
"2017-08-06 16:53:00",,,,,,,88,88,88,88,88,88
"2017-08-06 17:53:00",,,,,,,85,85,85,85,85,85
"2017-08-06 18:53:00",,,,,,,82,82,82,82,82,82
"2017-08-06 19:53:00",,,,,,,78,78,78,78,78,78
"2017-08-06 20:53:00",,,,,,,76,76,76,76,76,76
"2017-08-06 21:53:00",,,,,,,74,74,74,74,74,74
"2017-08-06 22:53:00",,,,,,,73,73,73,73,73,73
"2017-08-06 23:53:00",,,,,,,72,72,72,72,72,72
"2017-08-07 00:53:00",,,,,,,71,71,71,71,71,71
"2017-08-07 01:53:00",,,,,,,70,70,70,70,70,70
"2017-08-07 02:53:00",,,,,,,69,69,69,69,69,69
"2017-08-07 03:53:00",,,,,,,68,68,68,68,68,68
"2017-08-07 04:53:00",,,,,,,67,67,67,67,67,67
"2017-08-07 05:53:00",,,,,,,67,67,67,67,67,67
"2017-08-07 06:53:00",,,,,,,67,67,67,67,67,67
"2017-08-07 07:53:00",,,,,,,70,70,70,70,70,70
"2017-08-07 08:53:00",,,,,,,72,72,72,72,72,72
"2017-08-07 09:53:00",,,,,,,75,75,75,75,75,75
"2017-08-07 10:53:00",,,,,,,82,82,82,82,82,82
"2017-08-07 11:53:00",,,,,,,86,86,86,86,86,86
"2017-08-07 12:53:00",,,,,,,89,89,89,89,89,89
"2017-08-07 13:53:00",,,,,,,90,90,90,90,90,90
"2017-08-07 14:53:00",,,,,,,91,91,91,91,91,91
"2017-08-07 15:53:00",,,,,,,91,91,91,91,91,91
"2017-08-07 16:53:00",,,,,,,91,91,91,91,91,91
"2017-08-07 17:53:00",,,,,,,88,88,88,88,88,88
"2017-08-07 18:53:00",,,,,,,84,84,84,84,84,84
"2017-08-07 19:53:00",,,,,,,80,80,80,80,80,80
"2017-08-07 20:53:00",,,,,,,77,77,77,77,77,77
"2017-08-07 21:53:00",,,,,,,75,75,75,75,75,75
"2017-08-07 22:53:00",,,,,,,74,74,74,74,74,74
"2017-08-07 23:53:00",,,,,,,74,74,74,74,74,74
"2017-08-08 00:53:00",,,,,,,72,72,72,72,72,72
"2017-08-08 01:53:00",,,,,,,71,71,71,71,71,71
"2017-08-08 02:53:00",,,,,,,73,73,73,73,73,73
"2017-08-08 03:53:00",,,,,,,69,69,69,69,69,69
"2017-08-08 04:53:00",,,,,,,69,69,69,69,69,69
"2017-08-08 05:53:00",,,,,,,69,69,69,69,69,69
"2017-08-08 06:53:00",,,,,,,69,69,69,69,69,69
"2017-08-08 07:53:00",,,,,,,72,72,72,72,72,72
"2017-08-08 08:53:00",,,,,,,76,76,76,76,76,76
"2017-08-08 09:53:00",,,,,,,81,81,81,81,81,81
"2017-08-08 10:53:00",,,,,,,84,84,84,84,84,84
"2017-08-08 11:53:00",,,,,,,89,89,89,89,89,89
"2017-08-08 12:53:00",,,,,,,95,95,95,95,95,95
"2017-08-08 13:53:00",,,,,,,95,95,95,95,95,95
"2017-08-08 14:30:00",120.16
"2017-08-08 14:53:00",,,,,,,97,97,97,97,97,97
"2017-08-08 15:00:00",117.99
"2017-08-08 15:30:00",120.04
"2017-08-08 15:53:00",,,,,,,97,97,97,97,97,97
"2017-08-08 16:00:00",126,-6.98,87.11,23.8
"2017-08-08 16:30:00",123.86,-6.25,86.41,23.93,2.5,6.43
"2017-08-08 16:53:00",,,,,,,95,95,95,95,95,95
"2017-08-08 17:00:00",124.05,-4.74,85.93,24.38,2.42,5.52
"2017-08-08 17:30:00",124.08,-3.14,84.08,24.23,2.41,5.91
"2017-08-08 17:53:00",,,,,,,92,92,92,92,92,92
"2017-08-08 18:00:00",124.01,-1.64,82.54,25.42,2.22,5.98
"2017-08-08 18:30:00",119.95,-0.55,79.69,23.86,2.44,5.21
"2017-08-08 18:53:00",,,,,,,87,87,87,87,87,87
"2017-08-08 19:00:00",113.89,-0.08,73.17,23.6,2.29,3.66
"2017-08-08 19:30:00",109.94,0.06,67.4,23.22,2.72,5.22
"2017-08-08 19:53:00",,,,,,,82,82,82,82,82,82
"2017-08-08 20:00:00",21.91,0.02,2.36,2.09,2.5,4.8
"2017-08-08 20:30:00",20,0,0.16,1.43,2.59,4.79
"2017-08-08 20:53:00",,,,,,,79,79,79,79,79,79
"2017-08-08 21:00:00",19.94,0,0.16,2,2.39,4.27
"2017-08-08 21:30:00",19.9,0,0.16,1.43,2.52,4.11
"2017-08-08 21:53:00",,,,,,,77,77,77,77,77,77
"2017-08-08 22:00:00",18.07,0,0.16,1.43,2.47,4.1
"2017-08-08 22:30:00",20,0,0.16,1.7,2.41,4.1
"2017-08-08 22:53:00",,,,,,,74,74,74,74,74,74
"2017-08-08 23:00:00",18.14,0,0.16,1.41,2.44,4.1
"2017-08-08 23:30:00",20.07,0,0.13,1.42,2.46,4.14
"2017-08-08 23:53:00",,,,,,,73,73,73,73,73,73
"2017-08-09 00:00:00",19.97,0,0.13,1.7,2.52,4.09
"2017-08-09 00:30:00",17.94,0,0.13,1.42,2.4,4.09
"2017-08-09 00:53:00",,,,,,,72,72,72,72,72,72
"2017-08-09 01:00:00",19.87,0,0.13,1.43,2.51,4.1
"2017-08-09 01:30:00",18.04,0,0.13,1.71,2.42,4.1
"2017-08-09 01:53:00",,,,,,,69,69,69,69,69,69
"2017-08-09 02:00:00",19.28,0,0.13,1.43,2.43,4.13
"2017-08-09 02:30:00",17.9,0,0.13,1.43,2.42,4.19
"2017-08-09 02:53:00",,,,,,,68,68,68,68,68,68
"2017-08-09 03:00:00",20.1,0,0.13,1.71,2.39,4.1
"2017-08-09 03:30:00",17.93,0,0.13,1.42,2.41,4.1
"2017-08-09 03:53:00",,,,,,,67,67,67,67,67,67
"2017-08-09 04:00:00",19.93,0,0.13,1.42,2.44,4.09
"2017-08-09 04:30:00",25.9,0,0.13,1.73,2.98,9.62
"2017-08-09 04:53:00",,,,,,,66,66,66,66,66,66
"2017-08-09 05:00:00",25.81,0,0.13,1.42,2.87,8.6
"2017-08-09 05:30:00",23.9,0,0.13,1.45,3.03,7.09
"2017-08-09 05:53:00",,,,,,,67,67,67,67,67,67
"2017-08-09 06:00:00",58.04,0.02,12.61,26.24,2.72,4.31
"2017-08-09 06:30:00",57.98,-0.36,22.29,19.1,2.85,2.51
"2017-08-09 06:53:00",,,,,,,67,67,67,67,67,67
"2017-08-09 07:00:00",54,-1.49,19.79,19.51,2.72,3.12
"2017-08-09 07:30:00",56.01,-3.06,22.87,18.82,2.74,3.19
"2017-08-09 07:53:00",,,,,,,70,70,70,70,70,70
"2017-08-09 08:00:00",55.98,-4.79,25.61,18.02,2.45,3.29
"2017-08-09 08:30:00",58.01,-6.37,30.59,17.29,2.43,3.29
"2017-08-09 08:53:00",,,,,,,74,74,74,74,74,74
"2017-08-09 09:00:00",64.01,-7.72,36.65,17.47,2.68,4.42
"2017-08-09 09:30:00",68,-8.88,41.95,17.57,2.53,4.7
"2017-08-09 09:53:00",,,,,,,78,78,78,78,78,78
"2017-08-09 10:00:00",76.05,-9.79,47.16,16.92,2.85,6.16
"2017-08-09 10:30:00",78,-10.48,51.93,17.81,2.58,5.62
"2017-08-09 10:53:00",,,,,,,82,82,82,82,82,82
"2017-08-09 11:00:00",88.08,-10.94,56.78,20.12,2.79,7.63
"2017-08-09 11:30:00",90.13,-11.33,61.21,20.67,2.65,5.68
"2017-08-09 11:53:00",,,,,,,88,88,88,88,88,88
"2017-08-09 12:00:00",90.04,-11.51,64.65,18.81,2.52,5.36
"2017-08-09 12:30:00",95.91,-11.61,66.76,19.96,2.75,6.78
"2017-08-09 12:53:00",,,,,,,92,92,92,92,92,92
"2017-08-09 13:00:00",99.86,-11.5,68.68,22.64,2.66,6.25
"2017-08-09 13:30:00",106.15,-11.17,73.82,23.3,2.8,6
"2017-08-09 13:53:00",,,,,,,93,93,93,93,93,93
"2017-08-09 14:00:00",110.05,-10.72,76.66,23.57,2.58,5.46
"2017-08-09 14:30:00",108.01,-10.22,76.71,23.75,2.58,6.05
"2017-08-09 14:53:00",,,,,,,95,95,95,95,95,95
"2017-08-09 15:00:00",112.09,-9.5,77.31,23.61,2.71,6.27
"2017-08-09 15:30:00",112.01,-8.61,78.48,24.05,2.52,5.28
"2017-08-09 15:53:00",,,,,,,94,94,94,94,94,94
"2017-08-09 16:00:00",114.05,-7.55,77.71,22.91,2.69,6.13
"2017-08-09 16:30:00",113.98,-6.33,77.26,23.78,2.56,6
"2017-08-09 16:53:00",,,,,,,93,93,93,93,93,93
"2017-08-09 17:00:00",114.03,-4.82,75.96,23.55,2.73,6.29
"2017-08-09 17:30:00",115.98,-3.21,76.04,24.33,2.35,6.12
"2017-08-09 17:53:00",,,,,,,90,90,90,90,90,90
"2017-08-09 18:00:00",116.05,-1.65,74.48,23.21,2.48,6.57
"2017-08-09 18:30:00",109.91,-0.54,68.94,23.26,2.27,5.66
"2017-08-09 18:53:00",,,,,,,86,86,86,86,86,86
"2017-08-09 19:00:00",105.91,-0.07,64.45,22.26,2.43,5.69
"2017-08-09 19:30:00",103.95,0.06,62.45,22.27,2.58,6.48
"2017-08-09 19:53:00",,,,,,,82,82,82,82,82,82
"2017-08-09 20:00:00",26.17,0.01,2.27,2.08,2.53,7.55
"2017-08-09 20:30:00",21.94,0,0.16,1.74,2.52,6.35
"2017-08-09 20:53:00",,,,,,,79,79,79,79,79,79
"2017-08-09 21:00:00",19.81,0,0.16,1.43,2.48,5.14
"2017-08-09 21:30:00",20.07,0,0.16,1.44,2.55,4.66
"2017-08-09 21:53:00",,,,,,,76,76,76,76,76,76
"2017-08-09 22:00:00",19.94,0,0.16,1.69,2.41,5.49
"2017-08-09 22:30:00",20.21,0,0.16,1.43,2.53,4.3
"2017-08-09 22:53:00",,,,,,,73,73,73,73,73,73
"2017-08-09 23:00:00",20.1,0,0.16,1.42,2.35,4.3
"2017-08-09 23:30:00",19.87,0,0.13,1.99,2.55,4.29
"2017-08-09 23:53:00",,,,,,,72,72,72,72,72,72
"2017-08-10 00:00:00",18.07,0,0.13,1.41,2.34,4.29
"2017-08-10 00:30:00",20.01,0,0.13,1.42,2.49,4.29
"2017-08-10 00:53:00",,,,,,,71,71,71,71,71,71
"2017-08-10 01:00:00",19.9,0,0.13,1.71,2.49,4.29
"2017-08-10 01:30:00",18.01,0,0.13,1.42,2.45,4.3
"2017-08-10 01:53:00",,,,,,,71,71,71,71,71,71
"2017-08-10 02:00:00",20.85,0,0.13,1.42,2.56,4.29
"2017-08-10 02:30:00",20.24,0,0.13,2.03,2.44,4.29
"2017-08-10 02:53:00",,,,,,,68,68,68,68,68,68
"2017-08-10 03:00:00",20.04,0,0.13,1.42,2.55,4.29
"2017-08-10 03:30:00",17.9,0,0.13,1.42,2.47,4.29
"2017-08-10 03:53:00",,,,,,,69,69,69,69,69,69
"2017-08-10 04:00:00",19.9,0,0.13,1.73,2.47,4.32
"2017-08-10 04:30:00",20.04,0,0.13,1.41,2.51,5.06
"2017-08-10 04:53:00",,,,,,,68,68,68,68,68,68
"2017-08-10 05:00:00",21.97,0,0.13,1.42,2.45,5.88
"2017-08-10 05:30:00",20.04,0,0.13,1.7,2.51,5.87
"2017-08-10 05:53:00",,,,,,,67,67,67,67,67,67
"2017-08-10 06:00:00",67.9,0.02,22.37,26.9,2.3,4.74
"2017-08-10 06:30:00",66.01,-0.42,24.65,22.47,2.38,7.41
"2017-08-10 06:53:00",,,,,,,67,67,67,67,67,67
"2017-08-10 07:00:00",62.01,-1.5,23.19,20.55,2.38,6.69
"2017-08-10 07:30:00",62.05,-2.97,26.79,20.42,2.28,5.25
"2017-08-10 07:53:00",,,,,,,71,71,71,71,71,71
"2017-08-10 08:00:00",67.97,-4.55,33.97,19.92,2.53,5.41
"2017-08-10 08:30:00",69.76,-6.11,38.69,18.13,2.53,5.57
"2017-08-10 08:53:00",,,,,,,74,74,74,74,74,74
"2017-08-10 09:00:00",74.23,-7.4,43.8,18.62,2.72,5.73
"2017-08-10 09:30:00",79.97,-8.51,48.2,18.94,2.52,7.33
"2017-08-10 09:53:00",,,,,,,79,79,79,79,79,79
"2017-08-10 10:00:00",83.89,-9.38,56.23,18.92,2.7,6.24
"2017-08-10 10:30:00",92.01,-10.06,62.08,19.72,2.59,5.86
"2017-08-10 10:53:00",,,,,,,83,83,83,83,83,83
"2017-08-10 11:00:00",93.81,-10.55,63.06,21.26,2.63,5.9
"2017-08-10 11:30:00",98.02,-10.86,68.66,21.56,2.74,5.3
"2017-08-10 11:53:00",,,,,,,89,89,89,89,89,89
"2017-08-10 12:00:00",100.01,-11.08,71.53,20.5,2.57,4.69
"2017-08-10 12:30:00",104.04,-11.28,75.94,21.61,2.79,4.06
"2017-08-10 12:53:00",,,,,,,94,94,94,94,94,94
"2017-08-10 13:00:00",108.05,-11.19,80.55,23.02,2.55,3.21
"2017-08-10 13:30:00",112.05,-11.02,82.05,23.17,2.6,3.67
"2017-08-10 13:53:00",,,,,,,95,95,95,95,95,95
"2017-08-10 14:00:00",116.08,-10.6,84.67,23.61,2.61,4.85
"2017-08-10 14:30:00",117.98,-10.15,85.61,23.66,2.41,5.01
"2017-08-10 14:53:00",,,,,,,96,96,96,96,96,96
"2017-08-10 15:00:00",116.04,-9.42,85.1,23.63,2.76,4.43
"2017-08-10 15:30:00",119.96,-8.55,86.5,24.22,2.41,3.85
"2017-08-10 15:53:00",,,,,,,95,95,95,95,95,95
"2017-08-10 16:00:00",120.09,-7.41,86.32,23.83,2.63,3.44
"2017-08-10 16:30:00",119.95,-6.14,84.89,23.33,2.45,5.37
"2017-08-10 16:53:00",,,,,,,93,93,93,93,93,93
"2017-08-10 17:00:00",123.99,-4.65,83.31,25.52,2.42,7.85
"2017-08-10 17:30:00",125.92,-3.06,84.3,24.74,2.35,7.57
"2017-08-10 17:53:00",,,,,,,90,90,90,90,90,90
"2017-08-10 18:00:00",122.01,-1.57,80.17,24.62,2.25,6.93
"2017-08-10 18:30:00",122.02,-0.51,76.74,24.78,2.43,6.93
"2017-08-10 18:53:00",,,,,,,86,86,86,86,86,86
"2017-08-10 19:00:00",109.98,-0.06,70.01,23.07,2.35,5.61
"2017-08-10 19:30:00",110.01,0.07,64.75,22.49,2.68,6.6
"2017-08-10 19:53:00",,,,,,,81,81,81,81,81,81
"2017-08-10 20:00:00",23.93,0.01,2.65,2.11,2.57,6.7
"2017-08-10 20:30:00",22.04,0,0.16,1.72,2.7,6.08
"2017-08-10 20:53:00",,,,,,,78,78,78,78,78,78
"2017-08-10 21:00:00",19.87,0,0.16,1.43,2.46,4.76
"2017-08-10 21:30:00",19.81,0,0.16,1.72,2.6,4.17
"2017-08-10 21:53:00",,,,,,,76,76,76,76,76,76
"2017-08-10 22:00:00",19.94,0,0.16,1.43,2.42,4.16
"2017-08-10 22:30:00",20,0,0.16,1.44,2.52,4.16
"2017-08-10 22:53:00",,,,,,,74,74,74,74,74,74
"2017-08-10 23:00:00",18,0,0.16,1.43,2.5,4.15
"2017-08-10 23:30:00",20.01,0,0.16,1.73,2.46,4.15
"2017-08-10 23:53:00",,,,,,,72,72,72,72,72,72
"2017-08-11 00:00:00",20,0,0.14,1.44,2.54,4.15
"2017-08-11 00:30:00",18.04,0,0.14,1.44,2.45,4.15
"2017-08-11 00:53:00",,,,,,,71,71,71,71,71,71
"2017-08-11 01:00:00",22.21,0,0.14,1.72,2.6,4.16
"2017-08-11 01:30:00",18.14,0,0.14,1.72,2.44,4.15
"2017-08-11 01:53:00",,,,,,,70,70,70,70,70,70
"2017-08-11 02:00:00",18.31,0,0.13,1.74,2.71,4.33
"2017-08-11 02:30:00",20.01,0,0.13,1.42,2.49,4.37
"2017-08-11 02:53:00",,,,,,,69,69,69,69,69,69
"2017-08-11 03:00:00",20.04,0,0.13,1.42,2.66,4.67
"2017-08-11 03:30:00",20.1,0,0.13,1.42,2.45,5.29
"2017-08-11 03:53:00",,,,,,,68,68,68,68,68,68
"2017-08-11 04:00:00",19.84,0,0.13,1.7,2.48,4.18
"2017-08-11 04:30:00",21.85,0,0.13,1.42,2.56,5.77
"2017-08-11 04:53:00",,,,,,,68,68,68,68,68,68
"2017-08-11 05:00:00",20.1,0,0.13,1.41,2.47,5.74
"2017-08-11 05:30:00",22.04,0,0.13,1.69,2.54,5.78
"2017-08-11 05:53:00",,,,,,,67,67,67,67,67,67
"2017-08-11 06:00:00",68.08,0.02,23.57,27.42,2.39,5.31
"2017-08-11 06:30:00",74.51,-0.39,30.04,25,2.49,4.49
"2017-08-11 06:53:00",,,,,,,68,68,68,68,68,68
"2017-08-11 07:00:00",64.8,-1.41,28.02,21.26,2.38,4.53
"2017-08-11 07:30:00",66.36,-2.69,29.78,21.16,2.3,4.77
"2017-08-11 07:53:00",,,,,,,72,72,72,72,72,72
"2017-08-11 08:00:00",70.61,-4.26,35.22,21.5,2.54,5.33
"2017-08-11 08:30:00",76.52,-5.77,38.61,20.99,2.6,7.23
"2017-08-11 08:53:00",,,,,,,75,75,75,75,75,75
"2017-08-11 09:00:00",79.89,-7.14,43.52,21.52,2.77,8.66
"2017-08-11 09:30:00",86.64,-8.27,48.66,21.41,2.45,8.69
"2017-08-11 09:53:00",,,,,,,79,79,79,79,79,79
"2017-08-11 10:00:00",87.72,-9.18,53.97,21.3,2.67,7.85
"2017-08-11 10:30:00",90.97,-9.97,61.32,22.23,2.63,6.85
"2017-08-11 10:53:00",,,,,,,85,85,85,85,85,85
"2017-08-11 11:00:00",92.03,-10.53,62.08,21.41,2.61,5.28
"2017-08-11 11:30:00",92.08,-10.9,66.29,21.68,2.68,3.49
"2017-08-11 12:00:00",99.31,-11.14,71.47,21.63,2.46,3.04
"2017-08-11 12:30:00",103.71,-11.19,76.28,22.13,2.75,2.89
"2017-08-11 12:53:00",,,,,,,92,92,92,92,92,92
"2017-08-11 13:00:00",108.2,-11.04,77.79,23.41,2.63,3.53
"2017-08-11 13:30:00",117.72,-10.78,83.23,23.66,2.67,7.41
"2017-08-11 13:53:00",,,,,,,95,95,95,95,95,95
"2017-08-11 14:00:00",124.14,-10.42,88.95,24.25,2.89,6.17
"2017-08-11 14:30:00",124.39,-9.9,91.73,24.73,2.92,5.91
"2017-08-11 14:53:00",,,,,,,96,96,96,96,96,96
"2017-08-11 15:00:00",129,-9.17,91.39,25.11,3.12,8.14
"2017-08-11 15:30:00",132.62,-8.33,91.81,25.79,2.74,7.49
"2017-08-11 15:53:00",,,,,,,97,97,97,97,97,97
"2017-08-11 16:00:00",133.89,-7.31,90.96,27.09,2.78,9.15
"2017-08-11 16:30:00",128,-6.04,87.03,26.73,2.39,8.86
"2017-08-11 16:53:00",,,,,,,94,94,94,94,94,94
"2017-08-11 17:00:00",128.89,-4.57,84.53,26.05,2.52,8.38
"2017-08-11 17:30:00",128.21,-3.02,83.35,25.83,2.31,8.46
"2017-08-11 17:53:00",,,,,,,91,91,91,91,91,91
"2017-08-11 18:00:00",121.9,-1.55,77.77,25.85,2.31,8
"2017-08-11 18:30:00",111.59,-0.49,69.24,23.62,2.37,8.45
"2017-08-11 18:53:00",,,,,,,87,87,87,87,87,87
"2017-08-11 19:00:00",108.75,-0.05,63.73,23.5,2.39,7.82
"2017-08-11 19:30:00",101.97,0.06,58.61,21.84,2.66,7.41
"2017-08-11 19:53:00",,,,,,,83,83,83,83,83,83
"2017-08-11 20:00:00",27.79,0.01,4.1,2.67,2.59,7.47
"2017-08-11 20:30:00",23.54,0,0.16,1.51,2.54,6.15
"2017-08-11 20:53:00",,,,,,,80,80,80,80,80,80
"2017-08-11 21:00:00",22.22,0,0.16,1.61,2.42,5.66
"2017-08-11 21:30:00",16.76,0,0.16,1.4,2.57,4.15
"2017-08-11 21:53:00",,,,,,,77,77,77,77,77,77
"2017-08-11 22:00:00",21.52,0,0.16,1.42,2.4,4.16
"2017-08-11 22:30:00",20.77,0,0.16,1.75,2.59,4.16
"2017-08-11 22:53:00",,,,,,,76,76,76,76,76,76
"2017-08-11 23:00:00",11.96,0,0.16,1.42,2.41,4.18
"2017-08-11 23:30:00",22.15,0,0.16,1.42,2.61,5.1
"2017-08-11 23:53:00",,,,,,,73,73,73,73,73,73
"2017-08-12 00:00:00",22.38,0,0.16,1.71,2.49,4.15
"2017-08-12 00:30:00",21.39,0,0.16,1.43,2.65,4.15
"2017-08-12 00:53:00",,,,,,,73,73,73,73,73,73
"2017-08-12 01:00:00",19.92,0,0.14,1.76,2.49,4.16
"2017-08-12 01:30:00",22.96,0,0.13,1.7,2.51,4.18
"2017-08-12 01:53:00",,,,,,,71,71,71,71,71,71
"2017-08-12 02:00:00",21.48,0,0.13,1.42,2.54,4.14
"2017-08-12 02:30:00",19.86,0,0.13,1.42,2.5,4.14
"2017-08-12 02:53:00",,,,,,,69,69,69,69,69,69
"2017-08-12 03:00:00",18.18,0,0.13,1.77,2.57,4.15
"2017-08-12 03:30:00",19.25,0,0.13,1.42,2.44,4.15
"2017-08-12 03:53:00",,,,,,,69,69,69,69,69,69
"2017-08-12 04:00:00",17.38,0,0.13,1.64,2.5,4.15
"2017-08-12 04:30:00",18.42,0,0.13,1.71,2.46,4.15
"2017-08-12 04:53:00",,,,,,,67,67,67,67,67,67
"2017-08-12 05:00:00",20.66,0,0.13,1.42,2.55,4.14
"2017-08-12 05:30:00",20.73,0,0.13,1.42,2.46,4.14
"2017-08-12 05:53:00",,,,,,,67,67,67,67,67,67
